pressure, node, date, time, humidity, ambient_temperature, amperage, wind_speed, imager_temperature
976.5, 109, 13.04.2023, 13:20, 31.9, 1.4, 155.5767, 1.2, 16.4
976.5, 40, 13.04.2023, 13:20, 31.9, 1.4, 349.1502, 1.2, 12.3
976.5, 118, 13.04.2023, 13:20, 31.9, 1.4, 154.9083, 1.2, 15.5
976.5, 72, 13.04.2023, 13:20, 31.9, 1.4, 349.1502, 1.2, 9.5
976.5, 119, 13.04.2023, 13:20, 31.9, 1.4, 156.834, 1.2, 15.6
976.5, 45, 13.04.2023, 13:20, 31.9, 1.4, 349.1502, 1.2, 17.5
976.5, 113, 13.04.2023, 13:20, 31.9, 1.4, 349.1502, 1.2, 17.7
976.5, 121, 13.04.2023, 13:20, 31.5, 1.5, 156.6541, 1, 17.9
976.5, 47, 13.04.2023, 13:20, 31.5, 1.5, 347.9819, 1, 15.5
976.5, 48, 13.04.2023, 13:20, 31.5, 1.5, 347.9819, 1, 17
976.5, 59, 13.04.2023, 13:20, 31.5, 1.5, 333.133, 1, 15.1
976.5, 75, 13.04.2023, 13:21, 31.6, 1.5, 155.9978, 1.7, 10.3
976.5, 77, 13.04.2023, 13:21, 31.6, 1.5, 156.5681, 1.7, 10.2
976.5, 9, 13.04.2023, 13:21, 31.6, 1.5, 333.133, 1.7, 16.1
976.5, 80, 13.04.2023, 13:21, 32.3, 1.5, 155.0997, 1.3, 20.1
976.5, 96, 13.04.2023, 13:21, 32.3, 1.5, 155.7226, 1.3, 13.6
976.5, 97, 13.04.2023, 13:21, 32.3, 1.5, 154.4285, 1.3, 9
976.5, 81, 13.04.2023, 13:21, 32.3, 1.5, 154.4285, 1.3, 15.6
976.5, 98, 13.04.2023, 13:21, 33.3, 1.5, 154.4285, 3, 9.6
976.5, 82, 13.04.2023, 13:21, 33.3, 1.5, 156.5053, 3, 11.8
976.5, 99, 13.04.2023, 13:21, 33.3, 1.5, 154.4285, 3, 11.5
976.5, 100, 13.04.2023, 13:21, 33.3, 1.5, 156.5053, 3, 11.7
976.5, 101, 13.04.2023, 13:21, 31.5, 1.5, 157.2077, 2.2, 13.9
976.5, 110, 13.04.2023, 13:22, 31.5, 1.5, 157.2077, 2.2, 15
976.5, 85, 13.04.2023, 13:22, 31.5, 1.5, 155.85, 2.2, 19
976.5, 87, 13.04.2023, 13:22, 31.5, 1.5, 155.4567, 2.2, 16.1
976.5, 41, 13.04.2023, 13:20, 31.9, 1.4, 349.1502, 1.2, 26.7
976.5, 50, 13.04.2023, 13:20, 31.5, 1.5, 361.96, 1, 14.5
976.5, 114, 13.04.2023, 13:20, 31.5, 1.5, 347.9819, 1, 16.7
976.5, 124, 13.04.2023, 13:20, 31.5, 1.5, 154.8461, 1, 19
976.5, 125, 13.04.2023, 13:20, 31.5, 1.5, 156.6541, 1, 16.1
976.5, 51, 13.04.2023, 13:20, 31.5, 1.5, 358.0058, 1, 10.3
976.5, 54, 13.04.2023, 13:20, 31.5, 1.5, 361.96, 1, 8.8
976.5, 1, 13.04.2023, 13:20, 31.5, 1.5, 333.133, 1, 15.3
976.5, 52, 13.04.2023, 13:20, 31.5, 1.5, 348.4959, 1, 16.2
976.5, 55, 13.04.2023, 13:20, 31.6, 1.5, 333.133, 1.7, 11.2
976.5, 4, 13.04.2023, 13:20, 31.6, 1.5, 348.4959, 1.7, 9.1
976.5, 56, 13.04.2023, 13:21, 31.6, 1.5, 348.4959, 1.7, 10.2
976.5, 76, 13.04.2023, 13:21, 31.6, 1.5, 155.9978, 1.7, 28.8
976.5, 6, 13.04.2023, 13:21, 31.6, 1.5, 368.0408, 1.7, 8.1
976.5, 57, 13.04.2023, 13:21, 31.6, 1.5, 333.133, 1.7, 12.4
976.5, 88, 13.04.2023, 13:21, 31.6, 1.5, 155.4429, 1.7, 19.7
976.5, 58, 13.04.2023, 13:21, 32.3, 1.5, 368.5426, 1.3, 9.8
976.5, 94, 13.04.2023, 13:21, 32.3, 1.5, 155.7226, 1.3, 13.9
976.5, 11, 13.04.2023, 13:21, 32.3, 1.5, 343.4615, 1.3, 12.1
976.5, 64, 13.04.2023, 13:21, 32.3, 1.5, 343.4615, 1.3, 15.9
976.5, 95, 13.04.2023, 13:21, 32.3, 1.5, 155.7226, 1.3, 13.9
976.5, 12, 13.04.2023, 13:21, 32.3, 1.5, 368.5426, 1.3, 11
976.5, 72, 13.04.2023, 13:21, 32.3, 1.5, 343.4615, 1.3, 10.4
976.5, 14, 13.04.2023, 13:21, 32.3, 1.5, 388.4087, 1.3, 6.9
976.5, 113, 13.04.2023, 13:21, 33.3, 1.5, 338.103, 3, 18.9
976.5, 16, 13.04.2023, 13:21, 33.3, 1.5, 388.2423, 3, 15.2
976.5, 53, 13.04.2023, 13:21, 33.3, 1.5, 363.6136, 3, 10.4
976.5, 114, 13.04.2023, 13:21, 33.3, 1.5, 338.103, 3, 17.8
976.5, 60, 13.04.2023, 13:21, 33.3, 1.5, 338.103, 3, 21.6
976.5, 54, 13.04.2023, 13:21, 33.3, 1.5, 388.2423, 3, 9.5
976.5, 83, 13.04.2023, 13:21, 33.3, 1.5, 156.5053, 3, 17.2
976.5, 61, 13.04.2023, 13:21, 33.3, 1.5, 328.0281, 3, 13
976.5, 55, 13.04.2023, 13:21, 31.5, 1.5, 328.0281, 2.2, 11.8
976.5, 84, 13.04.2023, 13:21, 31.5, 1.5, 157.2077, 2.2, 11.5
976.5, 62, 13.04.2023, 13:22, 31.5, 1.5, 328.0281, 2.2, 10.9
976.5, 56, 13.04.2023, 13:22, 31.5, 1.5, 360.775, 2.2, 11.2
976.5, 63, 13.04.2023, 13:22, 31.5, 1.5, 328.0281, 2.2, 14.7
976.5, 57, 13.04.2023, 13:22, 31.5, 1.5, 328.0281, 2.2, 12.9
976.5, 112, 13.04.2023, 13:22, 31.5, 1.5, 155.1472, 2.2, 15.4
976.5, 58, 13.04.2023, 13:22, 30.3, 1.4, 363.8512, 3.7, 10.4
976.5, 122, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 29.7
976.5, 64, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 16.5
976.5, 126, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 12.8
976.5, 91, 13.04.2023, 13:22, 30.3, 1.4, 156.8495, 3.7, 19.4
976.5, 72, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 10.8
976.5, 2, 13.04.2023, 13:22, 30.3, 1.4, 326.4289, 3.7, 14.1
976.5, 71, 13.04.2023, 13:22, 29.8, 1.3, 326.4289, 2.8, 17.8
976.5, 3, 13.04.2023, 13:22, 29.8, 1.3, 326.4289, 2.8, 7.3
976.5, 108, 13.04.2023, 13:22, 29.8, 1.3, 157.7136, 2.8, 21.8
976.5, 5, 13.04.2023, 13:22, 29.8, 1.3, 355.0923, 2.8, 16.6
976.5, 74, 13.04.2023, 13:22, 29.8, 1.3, 326.4289, 2.8, 21.9
976.5, 65, 13.04.2023, 13:22, 31.5, 1.5, 329.8668, 2.2, 18.8
976.5, 90, 13.04.2023, 13:22, 30.3, 1.4, 154.8789, 3.7, 15.1
976.5, 66, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 21.3
976.5, 68, 13.04.2023, 13:22, 30.3, 1.4, 329.8668, 3.7, 20.2
976.5, 69, 13.04.2023, 13:22, 30.3, 1.4, 326.4289, 3.7, 20.5
976.5, 93, 13.04.2023, 13:22, 30.3, 1.4, 157.7136, 3.7, 11
976.5, 113, 13.04.2023, 13:22, 29.8, 1.3, 326.4289, 2.8, 19.2
976.5, 114, 13.04.2023, 13:22, 29.8, 1.3, 326.4289, 2.8, 18.4
976.5, 54, 13.04.2023, 13:22, 29.8, 1.3, 352.938, 2.8, 9.7
976.5, 7, 13.04.2023, 13:22, 29.8, 1.3, 352.938, 2.8, 15.4
976.5, 111, 13.04.2023, 13:22, 29.8, 1.3, 157.1554, 2.8, 16.6
976.5, 78, 13.04.2023, 13:22, 29.8, 1.3, 158.7853, 2.8, 12.8
976.5, 8, 13.04.2023, 13:22, 29.5, 1.2, 352.938, 1.3, 11.6
976.5, 55, 13.04.2023, 13:23, 29.5, 1.2, 323.7279, 1.3, 11.9
976.5, 115, 13.04.2023, 13:23, 29.5, 1.2, 157.1514, 1.3, 16
976.5, 102, 13.04.2023, 13:23, 29.5, 1.2, 157.1514, 1.3, 17.6
976.5, 26, 13.04.2023, 13:23, 29.5, 1.2, 323.7279, 1.3, 20.6
976.5, 56, 13.04.2023, 13:23, 29.5, 1.2, 347.5835, 1.3, 11.5
976.5, 104, 13.04.2023, 13:23, 29.5, 1.2, 157.1514, 1.3, 14.8
976.5, 116, 13.04.2023, 13:23, 29.5, 1.2, 157.1514, 1.3, 14.7
976.5, 27, 13.04.2023, 13:23, 29.5, 1.2, 321.2342, 1.3, 18.7
976.5, 57, 13.04.2023, 13:23, 29.5, 1.2, 321.2342, 1.3, 13.1
976.5, 105, 13.04.2023, 13:23, 29.5, 1.2, 157.5187, 1.3, 20.3
976.5, 117, 13.04.2023, 13:23, 29.3, 1.2, 157.5187, 4, 15.5
976.5, 28, 13.04.2023, 13:23, 29.3, 1.2, 321.2342, 4, 19.4
976.5, 58, 13.04.2023, 13:23, 29.3, 1.2, 339.5103, 4, 10.7
976.5, 107, 13.04.2023, 13:23, 29.3, 1.2, 321.2342, 4, 24.2
976.5, 29, 13.04.2023, 13:23, 29.3, 1.2, 321.2342, 4, 20.6
976.5, 123, 13.04.2023, 13:23, 29.3, 1.2, 157.8505, 4, 14.7
976.5, 64, 13.04.2023, 13:23, 29.3, 1.2, 321.2342, 4, 16.8
976.5, 109, 13.04.2023, 13:23, 29.3, 1.2, 157.8505, 4, 15.5
976.5, 30, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 4, 17.7
976.5, 72, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 4, 10.6
976.5, 118, 13.04.2023, 13:23, 29.3, 1.2, 156.1388, 4, 15.2
976.3, 31, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 3.4, 2.4
976.3, 17, 13.04.2023, 13:23, 29.3, 1.2, 156.2818, 3.4, 19.2
976.3, 119, 13.04.2023, 13:23, 29.3, 1.2, 157.6672, 3.4, 14.6
976.3, 113, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 3.4, 19.4
976.3, 33, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 3.4, 21.1
976.3, 18, 13.04.2023, 13:23, 29.3, 1.2, 156.2818, 3.4, 11.9
976.3, 121, 13.04.2023, 13:23, 29.3, 1.2, 157.6672, 3.4, 16.4
976.3, 114, 13.04.2023, 13:23, 29.3, 1.2, 317.0983, 3.4, 18.7
976.3, 34, 13.04.2023, 13:23, 29.3, 1.2, 312.5418, 3.4, 25.3
976.3, 124, 13.04.2023, 13:23, 29.3, 1.2, 157.3575, 3.4, 17.3
976.3, 19, 13.04.2023, 13:23, 29.3, 1.2, 330.4694, 3.4, 20.6
976.3, 54, 13.04.2023, 13:23, 29.3, 1.2, 359.0107, 3.4, 9.7
976.3, 35, 13.04.2023, 13:23, 29.3, 1.2, 312.5418, 3.4, 19.1
976.5, 125, 13.04.2023, 13:24, 29.4, 1.1, 158.1518, 2.8, 17.2
976.5, 36, 13.04.2023, 13:24, 29.4, 1.1, 312.5418, 2.8, 23
976.5, 20, 13.04.2023, 13:24, 29.4, 1.1, 330.4694, 2.8, 3.4
976.5, 55, 13.04.2023, 13:24, 29.4, 1.1, 312.5418, 2.8, 11.7
976.5, 1, 13.04.2023, 13:24, 29.4, 1.1, 312.5418, 2.8, 15.3
976.5, 37, 13.04.2023, 13:24, 29.4, 1.1, 312.5418, 2.8, 11.9
976.5, 56, 13.04.2023, 13:24, 29.4, 1.1, 329.2708, 2.8, 11.5
976.5, 4, 13.04.2023, 13:24, 29.4, 1.1, 329.2708, 2.8, 9.1
976.5, 21, 13.04.2023, 13:24, 29.4, 1.1, 354.0267, 2.8, 19.8
976.5, 38, 13.04.2023, 13:24, 29.4, 1.1, 314.9494, 2.8, 13.5
976.5, 6, 13.04.2023, 13:24, 29.4, 1.1, 354.0267, 2.8, 7
976.5, 57, 13.04.2023, 13:24, 29.4, 1.1, 314.9494, 2.8, 13.2
976.3, 22, 13.04.2023, 13:24, 29.5, 1.1, 354.0267, 1.5, 13
976.3, 39, 13.04.2023, 13:24, 29.5, 1.1, 314.9494, 1.5, 19.5
976.3, 9, 13.04.2023, 13:24, 29.5, 1.1, 314.9494, 1.5, 15.2
976.3, 58, 13.04.2023, 13:24, 29.5, 1.1, 329.2708, 1.5, 10.8
976.3, 23, 13.04.2023, 13:24, 29.5, 1.1, 157.9306, 1.5, 7.5
976.3, 40, 13.04.2023, 13:24, 29.5, 1.1, 314.9494, 1.5, 13.2
976.3, 11, 13.04.2023, 13:24, 29.5, 1.1, 312.9346, 1.5, 13.2
976.3, 64, 13.04.2023, 13:24, 29.5, 1.1, 312.9346, 1.5, 16.8
976.3, 24, 13.04.2023, 13:24, 29.5, 1.1, 157.6061, 1.5, 15.3
976.3, 41, 13.04.2023, 13:24, 29.5, 1.1, 312.9346, 1.5, 28.3
976.3, 12, 13.04.2023, 13:24, 29.5, 1.1, 326.318, 1.5, 11
976.3, 14, 13.04.2023, 13:24, 29.6, 1.1, 350.9805, 1.4, 6.3
976.3, 25, 13.04.2023, 13:24, 29.6, 1.1, 312.9346, 1.4, 6.3
976.3, 50, 13.04.2023, 13:24, 29.6, 1.1, 350.9805, 1.4, 15.3
976.3, 16, 13.04.2023, 13:24, 29.6, 1.1, 350.9805, 1.4, 15
976.3, 42, 13.04.2023, 13:24, 29.6, 1.1, 308.5509, 1.4, 18.9
976.3, 56, 13.04.2023, 13:25, 30.7, 1.2, 320.2143, 2.5, 11.9
976.3, 47, 13.04.2023, 13:25, 30.7, 1.2, 309.0566, 2.5, 16.8
976.3, 57, 13.04.2023, 13:25, 31.1, 1.2, 309.0566, 1.7, 13.2
976.3, 48, 13.04.2023, 13:25, 31.1, 1.2, 309.0566, 1.7, 19.7
976.3, 58, 13.04.2023, 13:25, 31.1, 1.2, 320.2143, 1.7, 11.2
976.3, 95, 13.04.2023, 13:25, 31.1, 1.2, 156.8592, 1.7, 14.3
976.3, 59, 13.04.2023, 13:25, 31.1, 1.2, 311.5315, 1.7, 17.3
976.3, 66, 13.04.2023, 13:25, 31.1, 1.2, 311.5315, 1.7, 21.7
976.3, 96, 13.04.2023, 13:25, 31.1, 1.2, 156.8592, 1.7, 15
976.3, 64, 13.04.2023, 13:25, 31.1, 1.2, 311.5315, 1.7, 17.2
976.3, 75, 13.04.2023, 13:25, 30.6, 1.2, 156.8592, 2.5, 10.8
976.3, 97, 13.04.2023, 13:25, 30.6, 1.2, 156.4278, 2.5, 9.3
976.3, 68, 13.04.2023, 13:25, 30.6, 1.2, 311.5315, 2.5, 20.8
976.3, 72, 13.04.2023, 13:25, 30.6, 1.2, 311.5315, 2.5, 10.9
976.3, 98, 13.04.2023, 13:25, 30.6, 1.2, 156.4278, 2.5, 10.7
976.3, 69, 13.04.2023, 13:25, 30.6, 1.2, 311.5315, 2.5, 21
976.3, 113, 13.04.2023, 13:25, 30.6, 1.2, 311.5315, 2.5, 20
976.3, 77, 13.04.2023, 13:25, 30.6, 1.2, 157.382, 2.5, 10.7
976.3, 99, 13.04.2023, 13:25, 30.6, 1.2, 157.2073, 2.5, 12.2
976.3, 71, 13.04.2023, 13:25, 30.6, 1.2, 315.8626, 2.5, 17.5
976.3, 114, 13.04.2023, 13:25, 30.6, 1.2, 315.8626, 2.5, 19.3
976.3, 79, 13.04.2023, 13:26, 30.6, 1.2, 158.0196, 2.5, 21.3
976.3, 100, 13.04.2023, 13:26, 30.6, 1.2, 158.5305, 2.5, 13
976.3, 74, 13.04.2023, 13:26, 30.3, 1.2, 315.8626, 1.7, 22.6
976.3, 54, 13.04.2023, 13:26, 30.3, 1.2, 352.4714, 1.7, 10.1
976.3, 101, 13.04.2023, 13:26, 30.3, 1.2, 158.5305, 1.7, 14.5
976.3, 80, 13.04.2023, 13:26, 30.3, 1.2, 157.2073, 1.7, 21.6
976.3, 78, 13.04.2023, 13:26, 30.3, 1.2, 158.2933, 1.7, 14.1
976.3, 110, 13.04.2023, 13:26, 30.3, 1.2, 158.2933, 1.7, 15.8
976.3, 81, 13.04.2023, 13:26, 30.3, 1.2, 157.2398, 1.7, 16.5
976.3, 102, 13.04.2023, 13:26, 30.3, 1.2, 158.0016, 1.7, 18.4
976.3, 112, 13.04.2023, 13:26, 30.3, 1.2, 157.2398, 1.7, 16.9
976.3, 82, 13.04.2023, 13:26, 30.3, 1.2, 158.2933, 1.7, 12.6
976.3, 104, 13.04.2023, 13:26, 30, 1.2, 158.0016, 0.9, 15
976.3, 122, 13.04.2023, 13:26, 30, 1.2, 319.2069, 0.9, 29.9
976.3, 105, 13.04.2023, 13:26, 30, 1.2, 157.2398, 0.9, 21.5
976.3, 83, 13.04.2023, 13:26, 30, 1.2, 158.5181, 0.9, 19.6
976.3, 58, 13.04.2023, 13:26, 30, 1.2, 329.5437, 0.9, 11.5
976.3, 126, 13.04.2023, 13:26, 30, 1.2, 322.902, 0.9, 13.1
976.3, 107, 13.04.2023, 13:26, 30, 1.2, 322.902, 0.9, 25.5
976.3, 84, 13.04.2023, 13:26, 30, 1.2, 158.5181, 0.9, 12.4
976.3, 72, 13.04.2023, 13:24, 29.6, 1.1, 312.9346, 1.4, 10.9
976.3, 113, 13.04.2023, 13:24, 29.6, 1.1, 312.9346, 1.4, 19.6
976.3, 114, 13.04.2023, 13:24, 29.6, 1.1, 308.5509, 1.4, 18.8
976.3, 51, 13.04.2023, 13:24, 29.6, 1.1, 323.9587, 1.4, 12.3
976.3, 53, 13.04.2023, 13:24, 29.6, 1.1, 323.9587, 1.4, 10.4
976.3, 52, 13.04.2023, 13:25, 30.7, 1.2, 323.9587, 2.5, 17.3
976.3, 54, 13.04.2023, 13:25, 30.7, 1.2, 346.4937, 2.5, 9.8
976.3, 44, 13.04.2023, 13:25, 30.7, 1.2, 308.5509, 2.5, 19.1
976.3, 60, 13.04.2023, 13:25, 30.7, 1.2, 308.5509, 2.5, 21.1
976.3, 61, 13.04.2023, 13:25, 30.7, 1.2, 308.5509, 2.5, 12.4
976.3, 55, 13.04.2023, 13:25, 30.7, 1.2, 308.5509, 2.5, 11.9
976.3, 76, 13.04.2023, 13:25, 30.7, 1.2, 156.8053, 2.5, 26.9
976.3, 45, 13.04.2023, 13:25, 30.7, 1.2, 308.5509, 2.5, 19.6
976.3, 62, 13.04.2023, 13:25, 30.7, 1.2, 309.0566, 2.5, 10.6
976.3, 88, 13.04.2023, 13:25, 30.7, 1.2, 156.5615, 2.5, 18.8
976.3, 63, 13.04.2023, 13:25, 31.1, 1.2, 309.0566, 1.7, 15.5
976.3, 94, 13.04.2023, 13:25, 31.1, 1.2, 157.0695, 1.7, 14
976.3, 65, 13.04.2023, 13:25, 31.1, 1.2, 309.0566, 1.7, 18.5
976.3, 55, 13.04.2023, 13:26, 30.3, 1.2, 319.2069, 1.7, 12.2
976.3, 56, 13.04.2023, 13:26, 30.3, 1.2, 327.4766, 1.7, 12
976.3, 57, 13.04.2023, 13:26, 30, 1.2, 319.2069, 0.9, 13.5
976.3, 109, 13.04.2023, 13:26, 29.8, 1.2, 158.0787, 1.9, 17
976.3, 72, 13.04.2023, 13:26, 29.8, 1.2, 322.902, 1.9, 11.3
976.3, 118, 13.04.2023, 13:26, 29.8, 1.2, 158.0549, 1.9, 16.7
976.3, 3, 13.04.2023, 13:26, 29.8, 1.2, 324.6341, 1.9, 7.4
976.3, 113, 13.04.2023, 13:26, 29.8, 1.2, 324.6341, 1.9, 20.6
976.3, 119, 13.04.2023, 13:26, 29.8, 1.2, 159.3092, 1.9, 16.3
976.3, 5, 13.04.2023, 13:26, 29.8, 1.2, 326.7397, 1.9, 16.7
976.3, 114, 13.04.2023, 13:27, 29.8, 1.2, 324.6341, 1.9, 19.7
976.3, 121, 13.04.2023, 13:27, 29.8, 1.2, 159.3092, 1.9, 19
976.3, 7, 13.04.2023, 13:27, 29.8, 1.2, 354.8177, 1.9, 16.2
976.3, 124, 13.04.2023, 13:27, 29.7, 1.2, 158.0549, 1, 19.5
976.3, 8, 13.04.2023, 13:27, 29.7, 1.2, 354.8177, 1, 11.7
976.3, 91, 13.04.2023, 13:27, 29.7, 1.2, 159.3092, 1, 20.1
976.3, 93, 13.04.2023, 13:27, 29.7, 1.2, 158.8767, 1, 12.7
976.3, 1, 13.04.2023, 13:27, 29.7, 1.2, 334.1165, 1, 16.5
976.3, 27, 13.04.2023, 13:27, 29.7, 1.2, 334.1165, 1, 19.2
976.3, 56, 13.04.2023, 13:27, 29.7, 1.2, 320.3261, 1, 12.2
976.3, 4, 13.04.2023, 13:27, 29.9, 1.2, 320.3261, 0.6, 10.2
976.3, 108, 13.04.2023, 13:27, 29.9, 1.2, 158.8767, 0.6, 24.2
976.3, 28, 13.04.2023, 13:27, 29.9, 1.2, 334.1165, 0.6, 20.3
976.3, 57, 13.04.2023, 13:27, 29.9, 1.2, 334.1165, 0.6, 13.8
976.3, 6, 13.04.2023, 13:27, 29.9, 1.2, 353.194, 0.6, 8
976.3, 29, 13.04.2023, 13:27, 29.9, 1.2, 339.9423, 0.6, 21.4
976.3, 9, 13.04.2023, 13:27, 29.9, 1.2, 339.9423, 0.6, 17.6
976.3, 30, 13.04.2023, 13:27, 29.9, 1.2, 339.9423, 0.6, 18.1
976.3, 11, 13.04.2023, 13:27, 29.9, 1.2, 339.9423, 0.6, 14.1
976.3, 12, 13.04.2023, 13:27, 30, 1.3, 320.241, 1.4, 12
976.3, 14, 13.04.2023, 13:27, 30, 1.3, 348.0596, 1.4, 7.1
976.3, 16, 13.04.2023, 13:28, 30, 1.3, 348.0596, 1.4, 16.7
976.3, 53, 13.04.2023, 13:28, 29.8, 1.4, 320.241, 0.9, 10.9
976.3, 54, 13.04.2023, 13:28, 29.8, 1.4, 348.7658, 0.9, 10.6
976.3, 123, 13.04.2023, 13:28, 29.8, 1.4, 156.3659, 0.9, 16
976.3, 60, 13.04.2023, 13:28, 29.8, 1.4, 340.617, 0.9, 24.7
976.3, 38, 13.04.2023, 13:28, 29.5, 1.4, 340.617, 1.4, 13.6
976.3, 39, 13.04.2023, 13:28, 29.5, 1.4, 340.6192, 1.4, 20.5
976.3, 58, 13.04.2023, 13:28, 29.5, 1.4, 329.8915, 1.4, 12.2
976.3, 40, 13.04.2023, 13:28, 29.5, 1.4, 340.6192, 1.4, 13.7
976.3, 64, 13.04.2023, 13:26, 30, 1.2, 322.902, 0.9, 17.7
976.3, 2, 13.04.2023, 13:26, 29.8, 1.2, 322.902, 1.9, 15.4
976.3, 85, 13.04.2023, 13:26, 29.8, 1.2, 158.0787, 1.9, 17.9
976.3, 87, 13.04.2023, 13:26, 29.8, 1.2, 157.9758, 1.9, 17.4
976.3, 90, 13.04.2023, 13:27, 29.8, 1.2, 158.0549, 1.9, 16.8
976.3, 54, 13.04.2023, 13:27, 29.7, 1.2, 354.8177, 1, 10.2
976.3, 125, 13.04.2023, 13:27, 29.7, 1.2, 158.8767, 1, 17.9
976.3, 55, 13.04.2023, 13:27, 29.7, 1.2, 334.1165, 1, 12.4
976.3, 26, 13.04.2023, 13:27, 29.7, 1.2, 334.1165, 1, 21.3
976.3, 58, 13.04.2023, 13:27, 29.9, 1.2, 327.3013, 0.6, 12.1
976.3, 111, 13.04.2023, 13:27, 29.9, 1.2, 157.6343, 0.6, 17.6
976.3, 64, 13.04.2023, 13:27, 29.9, 1.2, 339.9423, 0.6, 18.2
976.3, 115, 13.04.2023, 13:27, 29.9, 1.2, 156.5921, 0.6, 17.7
976.3, 31, 13.04.2023, 13:27, 30, 1.3, 339.9423, 1.4, 19.7
976.3, 72, 13.04.2023, 13:27, 30, 1.3, 339.9423, 1.4, 11.8
976.3, 116, 13.04.2023, 13:27, 30, 1.3, 157.4533, 1.4, 16.7
976.3, 33, 13.04.2023, 13:27, 30, 1.3, 341.0055, 1.4, 23.6
976.3, 113, 13.04.2023, 13:27, 30, 1.3, 341.0055, 1.4, 21.1
976.3, 34, 13.04.2023, 13:28, 30, 1.3, 341.0055, 1.4, 28.4
976.3, 114, 13.04.2023, 13:28, 30, 1.3, 341.0055, 1.4, 20.3
976.3, 35, 13.04.2023, 13:28, 29.8, 1.4, 341.0055, 0.9, 20.5
976.3, 36, 13.04.2023, 13:28, 29.8, 1.4, 340.617, 0.9, 24.3
976.3, 55, 13.04.2023, 13:28, 29.8, 1.4, 340.617, 0.9, 12.4
976.3, 17, 13.04.2023, 13:28, 29.8, 1.4, 156.3659, 0.9, 19.7
976.3, 37, 13.04.2023, 13:28, 29.8, 1.4, 340.617, 0.9, 12.2
976.3, 61, 13.04.2023, 13:28, 29.8, 1.4, 340.617, 0.9, 14.3
976.3, 56, 13.04.2023, 13:28, 29.8, 1.4, 322.4053, 0.9, 12.3
976.3, 62, 13.04.2023, 13:28, 29.5, 1.4, 340.617, 1.4, 9.7
976.3, 18, 13.04.2023, 13:28, 29.5, 1.4, 156.3659, 1.4, 13
976.3, 57, 13.04.2023, 13:28, 29.5, 1.4, 340.6192, 1.4, 13.9
976.3, 63, 13.04.2023, 13:28, 29.5, 1.4, 340.6192, 1.4, 16.6
976.3, 19, 13.04.2023, 13:28, 29.5, 1.4, 329.8915, 1.4, 19.7
976.3, 65, 13.04.2023, 13:28, 29.5, 1.4, 340.6192, 1.4, 19
976.3, 20, 13.04.2023, 13:28, 29.5, 1.4, 329.8915, 1.4, 3.6
976.3, 66, 13.04.2023, 13:28, 29.4, 1.5, 340.6192, 1.2, 23.2
976.3, 21, 13.04.2023, 13:28, 29.4, 1.5, 350.6626, 1.2, 19.4
976.3, 68, 13.04.2023, 13:28, 29.4, 1.5, 339.3699, 1.2, 22.5
976.3, 50, 13.04.2023, 13:28, 29.4, 1.5, 350.6626, 1.2, 14.7
976.3, 22, 13.04.2023, 13:29, 29.4, 1.5, 350.6626, 1.2, 14.7
976.3, 69, 13.04.2023, 13:29, 29.4, 1.5, 339.3699, 1.2, 20.9
976.3, 51, 13.04.2023, 13:29, 29.4, 1.5, 327.0646, 1.2, 12.3
976.3, 23, 13.04.2023, 13:29, 29.7, 1.5, 156.7441, 1.6, 8.3
976.3, 24, 13.04.2023, 13:29, 29.7, 1.5, 156.7441, 1.6, 14.6
976.3, 78, 13.04.2023, 13:29, 29.7, 1.5, 156.7441, 1.6, 12.8
976.3, 102, 13.04.2023, 13:29, 29.6, 1.4, 155.7285, 1.7, 16.4
976.3, 104, 13.04.2023, 13:29, 29.6, 1.4, 155.7285, 1.7, 14.5
976.3, 105, 13.04.2023, 13:29, 29.6, 1.4, 156.6915, 1.7, 18.8
976.3, 72, 13.04.2023, 13:30, 30.6, 1.3, 351.9526, 0.6, 10.9
976.3, 98, 13.04.2023, 13:30, 30.6, 1.3, 157.2696, 0.6, 7.7
976.3, 113, 13.04.2023, 13:30, 30.6, 1.3, 351.9526, 0.6, 19.4
976.3, 99, 13.04.2023, 13:30, 30.6, 1.3, 157.2696, 0.6, 11.1
976.3, 114, 13.04.2023, 13:30, 31.7, 1.2, 358.3313, 1.9, 18.6
976.3, 100, 13.04.2023, 13:30, 31.7, 1.2, 157.4385, 1.9, 12.7
976.3, 101, 13.04.2023, 13:30, 31.7, 1.2, 157.4385, 1.9, 13.9
976.3, 110, 13.04.2023, 13:30, 31.7, 1.2, 157.4385, 1.9, 13.9
976.3, 112, 13.04.2023, 13:30, 31.7, 1.2, 157.7349, 1.9, 13.9
976.3, 56, 13.04.2023, 13:30, 31.5, 1.2, 331.3966, 1.7, 9.6
